,State,County,"Population Estimate, 2012","Population Estimate, 2016",PercChangeInPop2012-2016
1165, Louisiana,Tangipahoa ,123655,130710,5.71
1166, Louisiana,Tensas ,4965,4597,-7.41
1167, Louisiana,Terrebonne ,111804,113220,1.27
1168, Louisiana,Union ,22506,22487,-0.08
1169, Louisiana,Vermilion ,58637,60205,2.67
1170, Louisiana,Vernon ,54179,50569,-6.66
1171, Louisiana,Washington ,46641,46310,-0.71
1172, Louisiana,Webster ,40919,39710,-2.95
1173, Louisiana,West Baton Rouge ,24096,25795,7.05
1174, Louisiana,West Carroll ,11497,11114,-3.33
1175, Louisiana,West Feliciana ,15442,15344,-0.63
1176, Louisiana,Winn ,15054,14376,-4.5
1177, Maine,Androscoggin ,107539,107319,-0.2
1178, Maine,Aroostook ,70774,67959,-3.98
1179, Maine,Cumberland ,284133,292041,2.78
1180, Maine,Franklin ,30629,30001,-2.05
1181, Maine,Hancock ,54542,54419,-0.23
1182, Maine,Kennebec ,121636,120569,-0.88
1183, Maine,Knox ,39639,39744,0.26
1184, Maine,Lincoln ,34222,34216,-0.02
1185, Maine,Oxford ,57490,57217,-0.47
1186, Maine,Penobscot ,153589,151806,-1.16
1187, Maine,Piscataquis ,17258,16843,-2.4
1188, Maine,Sagadahoc ,35109,35273,0.47
1189, Maine,Somerset ,51854,50915,-1.81
1190, Maine,Waldo ,38914,39364,1.16
1191, Maine,Washington ,32514,31450,-3.27
1192, Maine,York ,199053,202343,1.65
1193, Maryland,Allegany ,73975,72130,-2.49
1194, Maryland,Anne Arundel ,550641,568346,3.22
1195, Maryland,Baltimore ,818282,831026,1.56
1196, Maryland,Calvert ,89685,91251,1.75
1197, Maryland,Caroline ,32640,32850,0.64
1198, Maryland,Carroll ,167191,167656,0.28
1199, Maryland,Cecil ,101776,102603,0.81
1200, Maryland,Charles ,150770,157705,4.6
1201, Maryland,Dorchester ,32476,32258,-0.67
1202, Maryland,Frederick ,239610,247591,3.33
1203, Maryland,Garrett ,29904,29425,-1.6
1204, Maryland,Harford ,248661,251032,0.95
1205, Maryland,Howard ,299605,317233,5.88
1206, Maryland,Kent ,19986,19730,-1.28
1207, Maryland,Montgomery ,1006218,1043863,3.74
1208, Maryland,Prince George's ,882465,908049,2.9
1209, Maryland,Queen Anne's ,48520,48929,0.84
1210, Maryland,St. Mary's ,109071,112587,3.22
1211, Maryland,Somerset ,26117,25928,-0.72
1212, Maryland,Talbot ,38055,37278,-2.04
1213, Maryland,Washington ,149215,150292,0.72
1214, Maryland,Wicomico ,100555,102577,2.01
1215, Maryland,Worcester ,51511,51444,-0.13
1216, Maryland,Baltimore city,622722,614664,-1.29
1217, Massachusetts,Barnstable ,214915,214276,-0.3
1218, Massachusetts,Berkshire ,130201,126903,-2.53
1219, Massachusetts,Bristol ,551341,558324,1.27
1220, Massachusetts,Dukes ,16793,17246,2.7
1221, Massachusetts,Essex ,757163,779018,2.89
1222, Massachusetts,Franklin ,71536,70382,-1.61
1223, Massachusetts,Hampden ,466578,468467,0.4
1224, Massachusetts,Hampshire ,160418,161816,0.87
1225, Massachusetts,Middlesex ,1540330,1589774,3.21
1226, Massachusetts,Nantucket ,10312,11008,6.75
1227, Massachusetts,Norfolk ,683121,697181,2.06
1228, Massachusetts,Plymouth ,499622,513565,2.79
1229, Massachusetts,Suffolk ,749469,784230,4.64
1230, Massachusetts,Worcester ,806209,819589,1.66
1231, Michigan,Alcona ,10609,10352,-2.42
1232, Michigan,Alger ,9495,9219,-2.91
1233, Michigan,Allegan ,111929,115548,3.23
1234, Michigan,Alpena ,29208,28704,-1.73
1235, Michigan,Antrim ,23336,23144,-0.82
1236, Michigan,Arenac ,15495,15122,-2.41
1237, Michigan,Baraga ,8708,8503,-2.35
1238, Michigan,Barry ,59068,59702,1.07
1239, Michigan,Bay ,107091,104747,-2.19
1240, Michigan,Benzie ,17389,17572,1.05
1241, Michigan,Berrien ,156093,154010,-1.33
1242, Michigan,Branch ,43771,43427,-0.79
1243, Michigan,Calhoun ,134777,134386,-0.29
1244, Michigan,Cass ,52050,51599,-0.87
1245, Michigan,Charlevoix ,26107,26174,0.26
1246, Michigan,Cheboygan ,25782,25401,-1.48
1247, Michigan,Chippewa ,39035,37724,-3.36
1248, Michigan,Clare ,30791,30358,-1.41
1249, Michigan,Clinton ,76459,77888,1.87
1250, Michigan,Crawford ,13988,13744,-1.74
1251, Michigan,Delta ,36838,36202,-1.73
1252, Michigan,Dickinson ,26211,25535,-2.58
1253, Michigan,Eaton ,107960,109160,1.11
1254, Michigan,Emmet ,32891,33182,0.88
1255, Michigan,Genesee ,418029,408615,-2.25
1256, Michigan,Gladwin ,25511,25122,-1.52
1257, Michigan,Gogebic ,16033,15243,-4.93
1258, Michigan,Grand Traverse ,88998,92084,3.47
1259, Michigan,Gratiot ,42039,41202,-1.99
1260, Michigan,Hillsdale ,46297,45774,-1.13
1261, Michigan,Houghton ,36729,36555,-0.47
1262, Michigan,Huron ,32476,31481,-3.06
1263, Michigan,Ingham ,282363,288051,2.01
1264, Michigan,Ionia ,63910,64232,0.5
1265, Michigan,Iosco ,25387,25327,-0.24
1266, Michigan,Iron ,11573,11195,-3.27
1267, Michigan,Isabella ,70660,71282,0.88
1268, Michigan,Jackson ,160102,158460,-1.03
1269, Michigan,Kalamazoo ,255251,261654,2.51
1270, Michigan,Kalkaska ,17097,17263,0.97
1271, Michigan,Kent ,615041,642173,4.41
1272, Michigan,Keweenaw ,2208,2199,-0.41
1273, Michigan,Lake ,11474,11496,0.19
1274, Michigan,Lapeer ,88221,88340,0.13
1275, Michigan,Leelanau ,21609,21765,0.72
1276, Michigan,Lenawee ,98994,98504,-0.49
1277, Michigan,Livingston ,183059,188624,3.04
1278, Michigan,Luce ,6497,6358,-2.14
1279, Michigan,Mackinac ,11135,10820,-2.83
1280, Michigan,Macomb ,848588,867730,2.26
1281, Michigan,Manistee ,24639,24373,-1.08
1282, Michigan,Marquette ,67814,66435,-2.03
1283, Michigan,Mason ,28672,28876,0.71
1284, Michigan,Mecosta ,43515,43221,-0.68
1285, Michigan,Menominee ,23734,23281,-1.91
1286, Michigan,Midland ,83678,83462,-0.26
1287, Michigan,Missaukee ,15039,15102,0.42
1288, Michigan,Monroe ,150862,149208,-1.1
1289, Michigan,Montcalm ,63103,62974,-0.2
1290, Michigan,Montmorency ,9491,9173,-3.35
1291, Michigan,Muskegon ,170126,173408,1.93
1292, Michigan,Newaygo ,47976,47938,-0.08
1293, Michigan,Oakland ,1221138,1243970,1.87
1294, Michigan,Oceana ,26246,26027,-0.83
1295, Michigan,Ogemaw ,21424,20904,-2.43
1296, Michigan,Ontonagon ,6417,5911,-7.89
1297, Michigan,Osceola ,23274,23110,-0.7
1298, Michigan,Oscoda ,8596,8264,-3.86
1299, Michigan,Otsego ,24039,24470,1.79
1300, Michigan,Ottawa ,270146,282250,4.48
1301, Michigan,Presque Isle ,13119,12762,-2.72
1302, Michigan,Roscommon ,24131,23700,-1.79
1303, Michigan,Saginaw ,198352,192326,-3.04
1304, Michigan,St. Clair ,160572,159587,-0.61
1305, Michigan,St. Joseph ,60946,60853,-0.15
1306, Michigan,Sanilac ,42344,41409,-2.21
1307, Michigan,Schoolcraft ,8358,8001,-4.27
1308, Michigan,Shiawassee ,69263,68554,-1.02
1309, Michigan,Tuscola ,54716,53338,-2.52
1310, Michigan,Van Buren ,75268,75223,-0.06
1311, Michigan,Washtenaw ,351299,364709,3.82
1312, Michigan,Wayne ,1791995,1749366,-2.38
1313, Michigan,Wexford ,32584,33163,1.78
1314, Minnesota,Aitkin ,15930,15583,-2.18
1315, Minnesota,Anoka ,335978,345957,2.97
1316, Minnesota,Becker ,33042,33734,2.09
1317, Minnesota,Beltrami ,45226,46106,1.95
1318, Minnesota,Benton ,38883,39992,2.85
1319, Minnesota,Big Stone ,5168,5050,-2.28
1320, Minnesota,Blue Earth ,65049,66441,2.14
1321, Minnesota,Brown ,25412,25331,-0.32
1322, Minnesota,Carlton ,35317,35738,1.19
1323, Minnesota,Carver ,93896,100262,6.78
1324, Minnesota,Cass ,28425,28993,2.0
1325, Minnesota,Chippewa ,12155,12133,-0.18
1326, Minnesota,Chisago ,53490,54748,2.35
1327, Minnesota,Clay ,60210,62875,4.43
1328, Minnesota,Clearwater ,8670,8827,1.81
1329, Minnesota,Cook ,5183,5286,1.99
1330, Minnesota,Cottonwood ,11636,11470,-1.43
1331, Minnesota,Crow Wing ,62866,63940,1.71
1332, Minnesota,Dakota ,404893,417486,3.11
1333, Minnesota,Dodge ,20248,20506,1.27
1334, Minnesota,Douglas ,36446,37456,2.77
1335, Minnesota,Faribault ,14250,13935,-2.21
1336, Minnesota,Fillmore ,20893,21003,0.53
1337, Minnesota,Freeborn ,31035,30446,-1.9
1338, Minnesota,Goodhue ,46399,46676,0.6
1339, Minnesota,Grant ,5945,5956,0.19
1340, Minnesota,Hennepin ,1184361,1232483,4.06
1341, Minnesota,Houston ,18815,18814,-0.01
1342, Minnesota,Hubbard ,20472,20718,1.2
1343, Minnesota,Isanti ,38242,39025,2.05
1344, Minnesota,Itasca ,45231,45242,0.02
1345, Minnesota,Jackson ,10288,9944,-3.34
1346, Minnesota,Kanabec ,15992,15830,-1.01
1347, Minnesota,Kandiyohi ,42452,42495,0.1
1348, Minnesota,Kittson ,4506,4333,-3.84
1349, Minnesota,Koochiching ,13190,12628,-4.26
1350, Minnesota,Lac qui Parle ,7122,6715,-5.71
1351, Minnesota,Lake ,10844,10625,-2.02
1352, Minnesota,Lake of the Woods ,3956,3814,-3.59
1353, Minnesota,Le Sueur ,27643,27591,-0.19
1354, Minnesota,Lincoln ,5805,5783,-0.38
1355, Minnesota,Lyon ,25625,25699,0.29
1356, Minnesota,McLeod ,36013,35842,-0.47
1357, Minnesota,Mahnomen ,5515,5465,-0.91
1358, Minnesota,Marshall ,9468,9324,-1.52
1359, Minnesota,Martin ,20476,19829,-3.16
1360, Minnesota,Meeker ,23057,23110,0.23
1361, Minnesota,Mille Lacs ,25727,25866,0.54
1362, Minnesota,Morrison ,33085,32821,-0.8
1363, Minnesota,Mower ,39332,39163,-0.43
1364, Minnesota,Murray ,8588,8329,-3.02
1365, Minnesota,Nicollet ,32960,33575,1.87
1366, Minnesota,Nobles ,21708,21848,0.64
1367, Minnesota,Norman ,6645,6579,-0.99
1368, Minnesota,Olmsted ,147066,153102,4.1
1369, Minnesota,Otter Tail ,57339,58085,1.3
1370, Minnesota,Pennington ,14091,14235,1.02
1371, Minnesota,Pine ,29218,28874,-1.18
1372, Minnesota,Pipestone ,9380,9202,-1.9
1373, Minnesota,Polk ,31492,31660,0.53
1374, Minnesota,Pope ,10929,11049,1.1
1375, Minnesota,Ramsey ,521142,540649,3.74
1376, Minnesota,Red Lake ,4083,4007,-1.86
1377, Minnesota,Redwood ,15877,15263,-3.87
1378, Minnesota,Renville ,15348,14660,-4.48
1379, Minnesota,Rice ,64885,65622,1.14
1380, Minnesota,Rock ,9559,9564,0.05
1381, Minnesota,Roseau ,15503,15626,0.79
1382, Minnesota,St. Louis ,200351,199980,-0.19
1383, Minnesota,Scott ,135233,143680,6.25
1384, Minnesota,Sherburne ,89518,93528,4.48
1385, Minnesota,Sibley ,15114,14827,-1.9
1386, Minnesota,Stearns ,151812,155652,2.53
1387, Minnesota,Steele ,36295,36805,1.41
1388, Minnesota,Stevens ,9738,9693,-0.46
1389, Minnesota,Swift ,9618,9419,-2.07
1390, Minnesota,Todd ,24547,24233,-1.28
1391, Minnesota,Traverse ,3426,3356,-2.04
1392, Minnesota,Wabasha ,21396,21273,-0.57
1393, Minnesota,Wadena ,13690,13761,0.52
1394, Minnesota,Waseca ,19199,18911,-1.5
1395, Minnesota,Washington ,244011,253117,3.73
1396, Minnesota,Watonwan ,11121,10908,-1.92
1397, Minnesota,Wilkin ,6616,6358,-3.9
1398, Minnesota,Winona ,51368,50948,-0.82
1399, Minnesota,Wright ,127377,132550,4.06
1400, Minnesota,Yellow Medicine ,10180,9935,-2.41
1401, Mississippi,Adams ,32180,31248,-2.9
1402, Mississippi,Alcorn ,37243,37304,0.16
1403, Mississippi,Amite ,12964,12458,-3.9
1404, Mississippi,Attala ,19105,18934,-0.9
1405, Mississippi,Benton ,8654,8264,-4.51
1406, Mississippi,Bolivar ,34059,32737,-3.88
1407, Mississippi,Calhoun ,14846,14610,-1.59
1408, Mississippi,Carroll ,10409,10255,-1.48
1409, Mississippi,Chickasaw ,17455,17246,-1.2
1410, Mississippi,Choctaw ,8357,8242,-1.38
1411, Mississippi,Claiborne ,9380,9139,-2.57
1412, Mississippi,Clarke ,16500,15888,-3.71
1413, Mississippi,Clay ,20384,19850,-2.62
1414, Mississippi,Coahoma ,25646,23809,-7.16
1415, Mississippi,Copiah ,28956,28482,-1.64
1416, Mississippi,Covington ,19553,19569,0.08
1417, Mississippi,DeSoto ,166405,175611,5.53
1418, Mississippi,Forrest ,76613,75979,-0.83
1419, Mississippi,Franklin ,7884,7782,-1.29
1420, Mississippi,George ,22911,23695,3.42
1421, Mississippi,Greene ,14290,13408,-6.17
1422, Mississippi,Grenada ,21610,21275,-1.55
1423, Mississippi,Hancock ,45331,46791,3.22
1424, Mississippi,Harrison ,193692,203234,4.93
1425, Mississippi,Hinds ,247694,241229,-2.61
1426, Mississippi,Holmes ,19076,17999,-5.65
1427, Mississippi,Humphreys ,9215,8513,-7.62
1428, Mississippi,Issaquena ,1411,1294,-8.29
1429, Mississippi,Itawamba ,23392,23529,0.59
1430, Mississippi,Jackson ,139999,141241,0.89
1431, Mississippi,Jasper ,16547,16578,0.19
1432, Mississippi,Jefferson ,7656,7297,-4.69
1433, Mississippi,Jefferson Davis ,12093,11385,-5.85
1434, Mississippi,Jones ,68328,67953,-0.55
1435, Mississippi,Kemper ,10351,9896,-4.4
1436, Mississippi,Lafayette ,50367,53796,6.81
1437, Mississippi,Lamar ,57862,60914,5.27
1438, Mississippi,Lauderdale ,80266,77755,-3.13
1439, Mississippi,Lawrence ,12612,12749,1.09
1440, Mississippi,Leake ,23235,22620,-2.65
1441, Mississippi,Lee ,85093,85381,0.34
1442, Mississippi,Leflore ,30781,29856,-3.01
1443, Mississippi,Lincoln ,34835,34523,-0.9
1444, Mississippi,Lowndes ,59680,59602,-0.13
1445, Mississippi,Madison ,98549,105114,6.66
1446, Mississippi,Marion ,26365,25251,-4.23
1447, Mississippi,Marshall ,36558,35801,-2.07
1448, Mississippi,Monroe ,36396,35873,-1.44
1449, Mississippi,Montgomery ,10561,10187,-3.54
1450, Mississippi,Neshoba ,29683,29403,-0.94
1451, Mississippi,Newton ,21596,21558,-0.18
1452, Mississippi,Noxubee ,11175,11038,-1.23
1453, Mississippi,Oktibbeha ,48978,49833,1.75
1454, Mississippi,Panola ,34444,34164,-0.81
1455, Mississippi,Pearl River ,55092,55310,0.4
1456, Mississippi,Perry ,12084,12245,1.33
1457, Mississippi,Pike ,40099,39667,-1.08
1458, Mississippi,Pontotoc ,30347,31550,3.96
1459, Mississippi,Prentiss ,25329,25256,-0.29
1460, Mississippi,Quitman ,7802,7349,-5.81
1461, Mississippi,Rankin ,145598,150228,3.18
1462, Mississippi,Scott ,28262,28207,-0.19
1463, Mississippi,Sharkey ,4793,4552,-5.03
1464, Mississippi,Simpson ,27384,26912,-1.72
1465, Mississippi,Smith ,16348,15909,-2.69
1466, Mississippi,Stone ,18053,18012,-0.23
1467, Mississippi,Sunflower ,28417,26407,-7.07
1468, Mississippi,Tallahatchie ,15100,14394,-4.68
1469, Mississippi,Tate ,28513,28201,-1.09
1470, Mississippi,Tippah ,21956,22190,1.07
1471, Mississippi,Tishomingo ,19603,19491,-0.57
1472, Mississippi,Tunica ,10449,10234,-2.06
1473, Mississippi,Union ,27369,28311,3.44
1474, Mississippi,Walthall ,15090,14599,-3.25
1475, Mississippi,Warren ,48194,47140,-2.19
1476, Mississippi,Washington ,50055,47231,-5.64
1477, Mississippi,Wayne ,20637,20480,-0.76
1478, Mississippi,Webster ,10056,9767,-2.87
1479, Mississippi,Wilkinson ,9465,9047,-4.42
1480, Mississippi,Winston ,18973,18160,-4.29
1481, Mississippi,Yalobusha ,12369,12471,0.82
1482, Mississippi,Yazoo ,28283,27264,-3.6
1483, Missouri,Adair ,25680,25359,-1.25
1484, Missouri,Andrew ,17390,17350,-0.23
1485, Missouri,Atchison ,5518,5293,-4.08
1486, Missouri,Audrain ,25627,26021,1.54
1487, Missouri,Barry ,35673,35732,0.17
1488, Missouri,Barton ,12348,11908,-3.56
1489, Missouri,Bates ,16696,16417,-1.67
1490, Missouri,Benton ,18939,18839,-0.53
1491, Missouri,Bollinger ,12395,12052,-2.77
1492, Missouri,Boone ,168746,176594,4.65
1493, Missouri,Buchanan ,89858,88938,-1.02
1494, Missouri,Butler ,43004,42739,-0.62
1495, Missouri,Caldwell ,9117,9062,-0.6
1496, Missouri,Callaway ,44442,45078,1.43
1497, Missouri,Camden ,43914,44497,1.33
1498, Missouri,Cape Girardeau ,77171,78913,2.26
1499, Missouri,Carroll ,9096,8913,-2.01
1500, Missouri,Carter ,6256,6168,-1.41
1501, Missouri,Cass ,100521,102845,2.31
1502, Missouri,Cedar ,13830,14016,1.34
1503, Missouri,Chariton ,7665,7516,-1.94
1504, Missouri,Christian ,79762,84401,5.82
1505, Missouri,Clark ,6978,6723,-3.65
1506, Missouri,Clay ,227530,239085,5.08
1507, Missouri,Clinton ,20474,20610,0.66
1508, Missouri,Cole ,76371,76631,0.34
1509, Missouri,Cooper ,17534,17712,1.02
1510, Missouri,Crawford ,24779,24302,-1.93
1511, Missouri,Dade ,7561,7631,0.93
1512, Missouri,Dallas ,16781,16448,-1.98
1513, Missouri,Daviess ,8268,8209,-0.71
1514, Missouri,DeKalb ,12875,12613,-2.03
1515, Missouri,Dent ,15617,15387,-1.47
1516, Missouri,Douglas ,13594,13358,-1.74
1517, Missouri,Dunklin ,31860,30535,-4.16
1518, Missouri,Franklin ,101335,102838,1.48
1519, Missouri,Gasconade ,14985,14808,-1.18
1520, Missouri,Gentry ,6803,6661,-2.09
1521, Missouri,Greene ,280729,288690,2.84
1522, Missouri,Grundy ,10343,10165,-1.72
1523, Missouri,Harrison ,8734,8556,-2.04
1524, Missouri,Henry ,22170,21594,-2.6
1525, Missouri,Hickory ,9388,9269,-1.27
1526, Missouri,Holt ,4663,4448,-4.61
1527, Missouri,Howard ,10189,10058,-1.29
1528, Missouri,Howell ,40580,40210,-0.91
1529, Missouri,Iron ,10419,10022,-3.81
1530, Missouri,Jackson ,677321,691801,2.14
1531, Missouri,Jasper ,115406,119111,3.21
1532, Missouri,Jefferson ,220185,224226,1.84
1533, Missouri,Johnson ,54465,53942,-0.96
1534, Missouri,Knox ,4089,3934,-3.79
1535, Missouri,Laclede ,35420,35490,0.2
1536, Missouri,Lafayette ,33108,32618,-1.48
1537, Missouri,Lawrence ,38380,38381,0.0
1538, Missouri,Lewis ,10159,10134,-0.25
1539, Missouri,Lincoln ,53348,55267,3.6
1540, Missouri,Linn ,12481,12164,-2.54
1541, Missouri,Livingston ,15055,15235,1.2
1542, Missouri,McDonald ,22931,22620,-1.36
1543, Missouri,Macon ,15552,15170,-2.46
1544, Missouri,Madison ,12464,12443,-0.17
1545, Missouri,Maries ,9053,8858,-2.15
1546, Missouri,Marion ,28806,28894,0.31
1547, Missouri,Mercer ,3719,3699,-0.54
1548, Missouri,Miller ,24716,25206,1.98
1549, Missouri,Mississippi ,14298,13799,-3.49
1550, Missouri,Moniteau ,15673,16018,2.2
1551, Missouri,Monroe ,8677,8558,-1.37
1552, Missouri,Montgomery ,12021,11620,-3.34
1553, Missouri,Morgan ,20136,20213,0.38
1554, Missouri,New Madrid ,18493,17915,-3.13
1555, Missouri,Newton ,59071,58694,-0.64
1556, Missouri,Nodaway ,23377,22670,-3.02
1557, Missouri,Oregon ,11007,10789,-1.98
1558, Missouri,Osage ,13864,13664,-1.44
1559, Missouri,Ozark ,9612,9237,-3.9
1560, Missouri,Pemiscot ,18106,17073,-5.71
1561, Missouri,Perry ,19042,19285,1.28
1562, Missouri,Pettis ,42280,42213,-0.16
1563, Missouri,Phelps ,45201,44608,-1.31
1564, Missouri,Pike ,18530,18438,-0.5
1565, Missouri,Platte ,92153,98309,6.68
1566, Missouri,Polk ,31078,31285,0.67
1567, Missouri,Pulaski ,53412,52654,-1.42
1568, Missouri,Putnam ,4941,4853,-1.78
1569, Missouri,Ralls ,10265,10224,-0.4
1570, Missouri,Randolph ,25313,24989,-1.28
1571, Missouri,Ray ,23063,22754,-1.34
1572, Missouri,Reynolds ,6663,6455,-3.12
1573, Missouri,Ripley ,14043,13817,-1.61
1574, Missouri,St. Charles ,369102,390918,5.91
1575, Missouri,St. Clair ,9522,9272,-2.63
1576, Missouri,Ste. Genevieve ,17859,18030,0.96
1577, Missouri,St. Francois ,65856,66627,1.17
1578, Missouri,St. Louis ,1000530,998581,-0.19
1579, Missouri,Saline ,23473,22980,-2.1
1580, Missouri,Schuyler ,4390,4394,0.09
1581, Missouri,Scotland ,4889,4932,0.88
1582, Missouri,Scott ,39138,38745,-1.0
1583, Missouri,Shannon ,8324,8168,-1.87
1584, Missouri,Shelby ,6238,6082,-2.5
1585, Missouri,Stoddard ,29843,29588,-0.85
1586, Missouri,Stone ,31619,31047,-1.81
1587, Missouri,Sullivan ,6559,6262,-4.53
1588, Missouri,Taney ,52939,54735,3.39
1589, Missouri,Texas ,25757,25775,0.07
1590, Missouri,Vernon ,20783,20723,-0.29
1591, Missouri,Warren ,32791,33802,3.08
1592, Missouri,Washington ,25108,24839,-1.07
1593, Missouri,Wayne ,13378,13139,-1.79
1594, Missouri,Webster ,36343,38106,4.85
1595, Missouri,Worth ,2084,2024,-2.88
1596, Missouri,Wright ,18620,18286,-1.79
1597, Missouri,St. Louis city,319085,311404,-2.41
1598, Montana,Beaverhead ,9353,9401,0.51
1599, Montana,Big Horn ,13003,13343,2.61
1600, Montana,Blaine ,6650,6601,-0.74
1601, Montana,Broadwater ,5742,5747,0.09
1602, Montana,Carbon ,10122,10460,3.34
1603, Montana,Carter ,1175,1203,2.38
1604, Montana,Cascade ,81767,81755,-0.01
1605, Montana,Chouteau ,5933,5759,-2.93
1606, Montana,Custer ,11836,11924,0.74
1607, Montana,Daniels ,1785,1755,-1.68
1608, Montana,Dawson ,9252,9327,0.81
1609, Montana,Deer Lodge ,9224,9085,-1.51
1610, Montana,Fallon ,3026,3120,3.11
1611, Montana,Fergus ,11450,11413,-0.32
1612, Montana,Flathead ,91617,98082,7.06
1613, Montana,Gallatin ,92595,104502,12.86
1614, Montana,Garfield ,1263,1310,3.72
1615, Montana,Glacier ,13663,13694,0.23
1616, Montana,Golden Valley ,844,831,-1.54
1617, Montana,Granite ,3108,3368,8.37
1618, Montana,Hill ,16430,16542,0.68
1619, Montana,Jefferson ,11395,11853,4.02
1620, Montana,Judith Basin ,2024,1940,-4.15
1621, Montana,Lake ,29036,29758,2.49
1622, Montana,Lewis and Clark ,64859,67282,3.74
1623, Montana,Liberty ,2397,2409,0.5
1624, Montana,Lincoln ,19483,19259,-1.15
1625, Montana,McCone ,1699,1700,0.06
1626, Montana,Madison ,7718,7924,2.67
1627, Montana,Meagher ,1903,1827,-3.99
1628, Montana,Mineral ,4173,4184,0.26
1629, Montana,Missoula ,111092,116130,4.53
1630, Montana,Musselshell ,4679,4589,-1.92
1631, Montana,Park ,15587,16114,3.38
1632, Montana,Petroleum ,508,489,-3.74
1633, Montana,Phillips ,4123,4133,0.24
1634, Montana,Pondera ,6182,6084,-1.59
1635, Montana,Powder River ,1763,1746,-0.96
1636, Montana,Powell ,7088,6858,-3.24
1637, Montana,Prairie ,1155,1182,2.34
1638, Montana,Ravalli ,40622,42088,3.61
1639, Montana,Richland ,10801,11482,6.3
1640, Montana,Roosevelt ,10889,11305,3.82
1641, Montana,Rosebud ,9379,9287,-0.98
1642, Montana,Sanders ,11376,11534,1.39
1643, Montana,Sheridan ,3579,3648,1.93
1644, Montana,Silver Bow ,34470,34553,0.24
1645, Montana,Stillwater ,9209,9406,2.14
1646, Montana,Sweet Grass ,3596,3623,0.75
1647, Montana,Teton ,6072,6056,-0.26
1648, Montana,Toole ,5235,4977,-4.93
1649, Montana,Treasure ,732,692,-5.46
1650, Montana,Valley ,7493,7539,0.61
1651, Montana,Wheatland ,2099,2117,0.86
1652, Montana,Wibaux ,1055,1093,3.6
1653, Montana,Yellowstone ,151887,158437,4.31
1654, Nebraska,Adams ,31390,31684,0.94
1655, Nebraska,Antelope ,6528,6329,-3.05
1656, Nebraska,Arthur ,481,469,-2.49
1657, Nebraska,Banner ,764,798,4.45
1658, Nebraska,Blaine ,513,484,-5.65
1659, Nebraska,Boone ,5415,5332,-1.53
1660, Nebraska,Box Butte ,11276,11194,-0.73
1661, Nebraska,Boyd ,2064,1982,-3.97
1662, Nebraska,Brown ,3025,2960,-2.15
1663, Nebraska,Buffalo ,47626,49383,3.69
1664, Nebraska,Burt ,6684,6546,-2.06
1665, Nebraska,Butler ,8309,8052,-3.09
1666, Nebraska,Cass ,25156,25767,2.43
1667, Nebraska,Cedar ,8763,8671,-1.05
1668, Nebraska,Chase ,4036,3937,-2.45
1669, Nebraska,Cherry ,5729,5832,1.8
1670, Nebraska,Cheyenne ,10062,10051,-0.11
1671, Nebraska,Clay ,6409,6163,-3.84
1672, Nebraska,Colfax ,10559,10414,-1.37
1673, Nebraska,Cuming ,9098,9016,-0.9
1674, Nebraska,Custer ,10788,10807,0.18
1675, Nebraska,Dakota ,20795,20465,-1.59
1676, Nebraska,Dawes ,9179,8979,-2.18
1677, Nebraska,Dawson ,24064,23640,-1.76
1678, Nebraska,Deuel ,1972,1873,-5.02
1679, Nebraska,Dixon ,5908,5762,-2.47
1680, Nebraska,Dodge ,36648,36757,0.3
1681, Nebraska,Douglas ,531307,554995,4.46
1682, Nebraska,Dundy ,1994,1831,-8.17
1683, Nebraska,Fillmore ,5731,5720,-0.19
1684, Nebraska,Franklin ,3189,3014,-5.49
1685, Nebraska,Frontier ,2735,2621,-4.17
1686, Nebraska,Furnas ,4899,4787,-2.29
1687, Nebraska,Gage ,21745,21799,0.25
1688, Nebraska,Garden ,1969,1930,-1.98
1689, Nebraska,Garfield ,1984,2011,1.36
1690, Nebraska,Gosper ,2032,1971,-3.0
1691, Nebraska,Grant ,616,641,4.06
1692, Nebraska,Greeley ,2455,2399,-2.28
1693, Nebraska,Hall ,60301,61705,2.33
1694, Nebraska,Hamilton ,9023,9186,1.81
1695, Nebraska,Harlan ,3419,3473,1.58
1696, Nebraska,Hayes ,942,897,-4.78
1697, Nebraska,Hitchcock ,2883,2825,-2.01
1698, Nebraska,Holt ,10404,10250,-1.48
1699, Nebraska,Hooker ,712,708,-0.56
1700, Nebraska,Howard ,6302,6429,2.02
1701, Nebraska,Jefferson ,7533,7177,-4.73
1702, Nebraska,Johnson ,5169,5171,0.04
1703, Nebraska,Kearney ,6518,6552,0.52
1704, Nebraska,Keith ,8210,8018,-2.34
1705, Nebraska,Keya Paha ,798,791,-0.88
1706, Nebraska,Kimball ,3779,3679,-2.65
1707, Nebraska,Knox ,8592,8571,-0.24
1708, Nebraska,Lancaster ,293606,309637,5.46
1709, Nebraska,Lincoln ,36000,35550,-1.25
1710, Nebraska,Logan ,774,772,-0.26
1711, Nebraska,Loup ,599,591,-1.34
1712, Nebraska,McPherson ,503,493,-1.99
1713, Nebraska,Madison ,35131,35015,-0.33
1714, Nebraska,Merrick ,7802,7828,0.33
1715, Nebraska,Morrill ,4873,4787,-1.76
1716, Nebraska,Nance ,3708,3576,-3.56
1717, Nebraska,Nemaha ,7193,6971,-3.09
1718, Nebraska,Nuckolls ,4427,4265,-3.66
1719, Nebraska,Otoe ,15763,16081,2.02
